Student,Image Name,Canny Edge,Sobel Edge,HOG Features,Endpoints,Thickness,Curvature,Percentage Black Pixels,Percentage White Pixels,Line Irregularity,LBP Mean
student_20,w0020_s01_pPHR_r02.png,0.6670951189495418,79.02508569453242,0.005280831302771973,27354,787.8033,0.5337946540782306,0.0,100.0,1048.455173099928,0.0052847557629637975
student_20,w0020_s01_pPHR_r03.png,0.628132438847724,73.40558095431042,0.004985802920793684,25710,872.16644,0.5363325001072623,0.0,100.0,594.7661173730394,0.004989762275574553
student_20,w0020_s01_pWOZ_r01.png,2.966129321663884,350.353746825768,0.02373866957506979,70271,724.89966,0.5463339014566563,0.0,100.0,380.170364669367,0.023740410927735302
student_20,w0020_s01_pWOZ_r03.png,3.0666076250848264,360.57363371222164,0.024418080893514355,78327,676.21265,0.5610781390206457,0.0,100.0,304.17479164361896,0.024419741888559384
student_20,w0020_s01_pWOZ_r02.png,3.1966460365409195,377.39683595306934,0.025810566689537993,80756,446.80856,0.5487713080070097,0.0,100.0,328.1133616926994,0.025812062987819687
student_18,w0018_s01_pWOZ_r01.png,2.6468450652626716,314.3317253167329,0.023935497683889573,77655,498.5625,0.49484281556448984,0.0,100.0,579.9036471690794,0.023937215756639013
student_18,w0018_s01_pWOZ_r03.png,2.626526293330263,314.9776845332119,0.024455926578795476,79507,407.03113,0.48555069783370863,0.0,100.0,389.1632401704971,0.02445758309762833
student_18,w0018_s01_pWOZ_r02.png,2.58477739034737,309.84146512187584,0.023935955083246745,76355,713.0185,0.4891565556348942,0.0,100.0,517.6381500989565,0.023937673101897112
student_18,w0018_s01_pPHR_r01.png,0.5362151963942753,63.7101220433897,0.004844509306109801,23058,1206.7743,0.4760196690555877,0.0,100.0,1092.280727423129,0.004848462783815091
student_18,w0018_s01_pPHR_r02.png,0.564849139688321,67.57219847298005,0.00529080927253935,29481,638.82605,0.4829983246215225,0.0,100.0,1104.931304425755,0.005294732552583175
student_18,w0018_s01_pPHR_r03.png,0.5296893990832876,63.444493611844344,0.005002485203080784,23667,988.9154,0.4690550452090998,0.0,100.0,946.8181803634036,0.005006442584758656
student_18,w0018_s01_pLND_r01.png,3.1627369555386373,374.70577901161704,0.028685660065831054,85512,558.3656,0.49149403197341796,0.0,100.0,306.1348214249547,0.028686816311399313
student_18,w0018_s01_pLND_r03.png,3.2648881071596456,389.2118492108821,0.029784935957824492,93583,406.05496,0.4862983809029474,0.0,100.0,255.9642449008076,0.029785962186137323
student_18,w0018_s01_pLND_r02.png,3.2004138972869205,381.076423128206,0.029022248330073913,94036,524.8453,0.49552038068923315,0.0,100.0,275.9605213909975,0.029023358422905612
student_27,w0027_s01_pWOZ_r01.png,2.2795015285627076,263.64871042219335,0.01957083758745391,80902,443.98566,0.5255028578101596,0.0,100.0,220.40179833770858,0.019573071891961686
student_27,w0027_s01_pWOZ_r02.png,2.3544852017475937,271.092938911202,0.02031798095038977,78807,530.99396,0.5230810691801364,0.0,100.0,251.06084795324023,0.020320126886244898
student_27,w0027_s01_pWOZ_r03.png,2.3631643765023376,270.1164816393436,0.019925106207118473,83708,341.6964,0.5084491893837019,0.0,100.0,210.84195502793082,0.019927298610376572
student_27,w0027_s01_pPHR_r01.png,0.42062552098859435,48.57247223250081,0.0036625216854577953,22012,1120.8923,0.5132758959759043,0.0,100.0,844.44156163728,0.003666637551807445
student_27,w0027_s01_pPHR_r03.png,0.4481521882850721,51.605291996752506,0.0037293956588287285,23932,1087.0228,0.508271563127294,0.0,100.0,692.9162710441183,0.0037335036156348864
student_27,w0027_s01_pPHR_r02.png,0.4453204744442557,51.36451254604201,0.003798350641175258,26258,619.89545,0.49206818368514316,0.0,100.0,622.2672665506424,0.0038024504423058315
student_27,w0027_s01_pLND_r01.png,2.748830705890901,321.11647277623086,0.024235591136595774,97956,280.5377,0.4963639637333823,7.9399999999999995,92.06,203.19010590591506,0.02423727371568309
student_27,w0027_s01_pLND_r02.png,2.935050412946611,340.2527472695454,0.025634430973452697,103874,221.59912,0.5071060373581339,12.21,87.79,143.6919525656982,0.025635948104250194
student_27,w0027_s01_pLND_r03.png,2.898587099679419,334.5485190639897,0.024821196899686506,101609,296.4614,0.50350470244516,5.4,94.6,150.00307441084752,0.02482281021603948
student_42,w0042_s01_pWOZ_r01.png,2.012529884931175,231.57014369630483,0.017622840354416254,87344,478.74475,0.5037563523081425,0.0,100.0,328.1162451348014,0.0176247241767826
student_42,w0042_s01_pWOZ_r02.png,2.5204415954415955,294.6365025297109,0.022996423955091203,89936,443.23984,0.5243066815413061,0.0,100.0,186.84233915655344,0.022998230091738167
student_42,w0042_s01_pWOZ_r03.png,2.8655658477648007,332.6953480405486,0.026010519618238043,87843,316.01703,0.5409650328946692,0.03,99.97,147.4049787324093,0.026012161349851473
student_42,w0042_s01_pPHR_r01.png,0.49371652981078185,57.31725177134881,0.00436741517922121,27802,659.41016,0.5314947576303103,0.0,100.0,358.930421530413,0.004371396956755462
student_42,w0042_s01_pPHR_r03.png,0.5261065573770491,61.18173718097645,0.004722104346203772,23469,990.3302,0.5357200979580911,0.0,100.0,526.0826782693002,0.004726640858004975
student_42,w0042_s01_pPHR_r02.png,0.46749644381223326,54.169424902482945,0.00425419801832107,25326,1116.3989,0.5157408144906667,0.0,100.0,572.1795759444999,0.004258193018238077
student_42,w0042_s01_pLND_r01.png,2.9635357142857144,345.1997479564812,0.02658921654952573,96739,463.94696,0.5285338359839777,0.0,100.0,166.9732800947946,0.026590603091842045
student_42,w0042_s01_pLND_r02.png,3.2141591979604374,377.22194828214504,0.02950071668288377,95104,333.32132,0.5112806833953187,0.0,100.0,176.09963882616586,0.029501883304648993
student_42,w0042_s01_pLND_r03.png,3.0060185185185184,348.444461376328,0.027238881648833542,103268,339.25497,0.5252036750194552,2.4,97.6,121.09551718592029,0.0272401923181944
student_26,w0026_s01_pWOZ_r01.png,1.5372118428450219,184.1118602726004,0.015295262050508249,73580,707.3523,0.5441747306514844,0.0,100.0,347.5311400915511,0.015298002050265724
student_26,w0026_s01_pWOZ_r03.png,1.4339230181775575,170.93302449244356,0.014137157350631533,67770,759.82556,0.5507762550996258,0.0,100.0,459.1711803233149,0.014140034325643059
student_26,w0026_s01_pWOZ_r02.png,1.47421389480184,176.02912751547842,0.014218222895876376,69945,730.08997,0.5496224791447077,0.0,100.0,384.32012905909573,0.01422109028283109
student_26,w0026_s01_pPHR_r01.png,0.3350865979777786,40.19570819869771,0.003225028673939635,24382,1124.9521,0.5280582625145032,0.0,100.0,691.4849633545581,0.0032291962849341376
student_26,w0026_s01_pPHR_r02.png,0.3071265848525397,36.82219276223765,0.0029058901159404443,23264,1194.0787,0.5275978700924604,0.0,100.0,990.9462952148315,0.002910095473163819
student_26,w0026_s01_pPHR_r03.png,0.29042025632374885,34.41734317981252,0.0028253455921663684,23338,1182.0763,0.535825874534525,0.0,100.0,810.6429161474243,0.0028295604758225494
student_26,w0026_s01_pLND_r01.png,1.8473340482106124,220.5085660614072,0.018314284782524313,83515,655.4309,0.5359928222714304,0.0,100.0,288.16478942708494,0.018316667706271522
student_26,w0026_s01_pLND_r03.png,1.9647435729971479,234.5308439818461,0.019146186291718926,86979,508.4238,0.5259826110001011,0.0,100.0,326.79070879163277,0.019148470822012955
student_26,w0026_s01_pLND_r02.png,1.9134002236072911,228.0189057871089,0.018701654152131795,85243,603.92816,0.5288153203826497,0.0,100.0,316.64949358196407,0.018703991259626105
student_28,w0028_s01_pPHR_r01.png,0.40542897505140385,49.54325329444595,0.003662230538404721,26782,1214.933,0.4981814460785487,0.0,100.0,722.2621487868847,0.003666346439189894
student_28,w0028_s01_pPHR_r02.png,0.44613769855059743,54.45303343491372,0.004045777211012075,23328,1206.3403,0.49165960793085256,0.0,100.0,823.9189508076629,0.004049847747675226
student_28,w0028_s01_pPHR_r03.png,0.4049610582627973,49.2864331181346,0.003756258256614613,25691,1248.5889,0.49169673141430453,0.0,100.0,806.3955467249169,0.0037603630362372602
student_28,w0028_s01_pWOZ_r01.png,2.4116672882684065,293.1278581288687,0.021692648643435494,74805,705.2686,0.5224675989650802,0.0,100.0,544.6154758441277,0.02169463198996989
student_28,w0028_s01_pWOZ_r03.png,2.2409547849275193,271.8096600877293,0.020209288877518362,66177,577.893,0.5181158699370266,0.0,100.0,457.1057934124125,0.020211447668967895
student_28,w0028_s01_pWOZ_r02.png,2.3986925631036073,292.2487143968949,0.02169630848814509,70041,585.9748,0.5281391501263004,0.0,100.0,693.3568154055945,0.021698291401810028
student_28,w0028_s01_pLND_r01.png,2.935475293602509,356.1250487315052,0.026588435947529333,82404,583.5734,0.505026585129297,0.0,100.0,339.4035426935014,0.02658983226502856
student_28,w0028_s01_pLND_r03.png,3.0064068018611647,363.90337214859466,0.02672939020168246,78205,705.4603,0.5197366518097757,0.0,100.0,425.6297070224305,0.0267307778257795
student_28,w0028_s01_pLND_r02.png,2.895450923323527,350.720002543509,0.025897443737101657,81280,651.36334,0.5215817861059581,0.0,100.0,353.96626731935913,0.025898929759968995
student_17,w0017_s01_pPHR_r01.png,0.29019956113749523,34.15358754560164,0.0026051840912605984,25488,919.94934,0.5968796881461552,0.0,100.0,952.0019747878678,0.0026094250145982712
student_17,w0017_s01_pPHR_r03.png,0.2701181957676514,31.826614247396535,0.00253289069043966,25292,764.3098,0.6022648976282291,0.0,100.0,914.2489935582222,0.0025371401643055746
student_17,w0017_s01_pPHR_r02.png,0.2863750694565213,33.756827848396895,0.0025807159776802466,27040,533.0818,0.6099693038168283,0.0,100.0,802.2415082130817,0.002584959794992941
student_17,w0017_s01_pWOZ_r01.png,3.5720333811369116,422.5117843907062,0.03305712650954912,156037,83.95595,0.5867526717197953,0.0,100.0,42.52493478143088,0.033057765718335845
student_17,w0017_s01_pWOZ_r02.png,1.417544070575575,167.2012617801011,0.013437390205137744,75021,287.5177,0.6186531250140163,0.0,100.0,290.2928119445376,0.013440349945362588
student_17,w0017_s01_pWOZ_r03.png,1.418192520902709,167.63553825899768,0.013294479653353689,73383,429.6272,0.6227657708399512,0.0,100.0,320.78065079041477,0.013297456296375956
student_17,w0017_s01_pLND_r01.png,1.8091429428696386,212.8883408725048,0.016766005496796122,89448,320.4159,0.5968046078575396,0.0,100.0,194.7418219904057,0.016768571543838255
student_17,w0017_s01_pLND_r02.png,1.8266455016297267,215.47094300099414,0.017010258398507755,89911,337.49042,0.5868260529511996,0.0,100.0,240.0677254234853,0.01701279555644921
student_17,w0017_s01_pLND_r03.png,1.8150886063651304,213.49366864285201,0.01680356605113196,86318,548.83307,0.5983871898037945,0.0,100.0,288.9594739649888,0.01680612765568588
student_10,w0010_s01_pLND_r01.png,2.595412616524748,309.4746714477576,0.024644667873203296,102515,397.55154,0.5780753647817162,0.0,100.0,184.67031534554351,0.024646302068591
student_10,w0010_s01_pLND_r03.png,2.8173068643324894,334.33591920657005,0.026164346448916086,101654,425.71548,0.5841901588577005,0.0,100.0,152.24332321990497,0.026165800903768233
student_10,w0010_s01_pLND_r02.png,2.823678255677222,336.55534633675927,0.025748302494499782,99846,436.3442,0.5944005798963963,0.0,100.0,190.27740808635488,0.025749806157101762
student_10,w0010_s01_pWOZ_r01.png,2.191842524925101,262.38158767276764,0.020232385398982762,85904,552.7848,0.6126528079886465,0.0,100.0,243.6740735787125,0.020234541458682826
student_10,w0010_s01_pWOZ_r03.png,2.24502651579454,267.6850078828849,0.021113557989031445,86715,527.9077,0.6028130018666591,0.0,100.0,204.4683881276326,0.021115609827723345
student_10,w0010_s01_pWOZ_r02.png,2.1612239241652174,257.0922740046101,0.020312855784568654,86245,377.30734,0.608371976567497,0.0,100.0,228.22549901358525,0.020315002326604634
student_10,w0010_s01_pPHR_r01.png,0.48227523147480456,57.75038336478178,0.0043601563419433794,27062,862.9954,0.6020949118347196,0.0,100.0,992.5173247858196,0.004364189695300623
student_10,w0010_s01_pPHR_r02.png,0.4547627040649367,53.13720208068219,0.004084410318425576,25686,668.0199,0.5466021339022834,0.0,100.0,939.7286842488102,0.004088476285743914
student_10,w0010_s01_pPHR_r03.png,0.41568434541526733,49.739184367336286,0.003949719667234197,24840,1164.0165,0.5521166435503815,0.0,100.0,933.5156518356949,0.0039538015651382295
student_43,w0043_s01_pWOZ_r01.png,1.6129135559384915,195.8815218055514,0.015299982585149606,68373,740.6531,0.5356059639241394,0.0,100.0,387.42615559828516,0.01530270646340648
student_43,w0043_s01_pWOZ_r03.png,1.725239143400274,209.1730580791569,0.01586718697958233,65389,826.1741,0.5558109602802881,0.0,100.0,456.1317682424674,0.01586985933471107
student_43,w0043_s01_pWOZ_r02.png,1.6928727842407154,206.3686750042347,0.01588736370936,63900,764.6664,0.5396035072864948,0.0,100.0,415.1296222937905,0.0158900336780787
student_43,w0043_s01_pPHR_r01.png,0.3510914159437373,42.268719210881976,0.0032245876446826186,20764,1205.9258,0.5050052661439784,0.0,100.0,1071.5610983513725,0.0032287553078400168
student_43,w0043_s01_pPHR_r02.png,0.3656530693773724,44.5588361791688,0.003466824491979371,20294,1189.5797,0.5161960747451815,0.0,100.0,1068.8861901530959,0.0034709635044856647
student_43,w0043_s01_pPHR_r03.png,0.3505562165121899,42.420014929902585,0.0032485010413148326,20305,1219.0836,0.5371208820491272,0.0,100.0,725.5122784045095,0.003252665876106558
student_43,w0043_s01_pLND_r01.png,2.143032713242947,260.879115152421,0.020548534909642674,79776,658.3691,0.5196255214874264,0.0,100.0,489.4853111406768,0.020550653576644526
student_43,w0043_s01_pLND_r03.png,2.3462699647745264,285.01090729635104,0.02164660328769381,81278,631.531,0.5306651336303888,0.0,100.0,370.24526689203554,0.021648592080259384
student_43,w0043_s01_pLND_r02.png,2.1700463708680946,263.599881506235,0.020658355907472354,80004,689.0756,0.5243603677187196,0.0,100.0,384.6440477613827,0.02066044962268393
student_4,w0004_s01_pLND_r02.png,3.696519647478958,444.63085000274106,0.03390429128275876,119882,151.80025,0.5057790932927942,7.28,92.72,83.46376829070175,0.03390483029282421
student_4,w0004_s01_pLND_r03.png,4.568527639520771,553.2037831417083,0.04114299871247074,137759,65.70901,0.4946517128937104,8.27,91.73,45.12544293411423,0.04114268156178554
student_4,w0004_s01_pLND_r01.png,3.8688205418721715,472.8888135172838,0.03675406386595912,117510,288.65768,0.4823213255545925,2.04,97.96000000000001,168.60127662229624,0.036754265818137136
student_4,w0004_s01_pWOZ_r02.png,3.118371635706871,373.0251368582557,0.028083697224989893,103420,229.58368,0.5314534912849674,5.2,94.8,150.75486837606232,0.028084917694644364
student_4,w0004_s01_pWOZ_r03.png,4.00617183239882,479.43491589053167,0.03522786195089617,111156,145.5631,0.5089414874229955,0.76,99.24,73.6062918192728,0.03522824441516007
student_4,w0004_s01_pWOZ_r01.png,2.636632944482134,318.6185502272142,0.023985264407196054,96545,342.377,0.5667206931563816,2.01,97.99,159.7243112965172,0.023986976593768222
student_4,w0004_s01_pPHR_r03.png,0.7482678925193382,91.0587759956405,0.006648785972192348,30087,921.5946,0.5322658826485982,0.0,100.0,412.10603744021336,0.006652548637048748
student_4,w0004_s01_pPHR_r02.png,0.7654842505802567,93.18051520471722,0.0068093145442492545,32007,872.61255,0.5123501158460696,0.0,100.0,688.9795783439448,0.006813058222530484
student_4,w0004_s01_pPHR_r01.png,0.7172151793495913,87.95499471260396,0.006830806246552132,35041,636.5893,0.485495165371187,0.0,100.0,629.4352972215888,0.006834547382894465
student_3,w0003_s01_pPHR_r02.png,0.4315795680437949,50.29635899624718,0.003930331947427023,23992,986.57837,0.5883974671873712,0.0,100.0,760.9222102159985,0.003934416138420658
student_3,w0003_s01_pPHR_r03.png,0.44240682675201143,51.99535548947795,0.004179815327938241,24227,1020.4771,0.5362520612212599,0.0,100.0,879.6217415248814,0.004183870011194424
student_3,w0003_s01_pPHR_r01.png,0.43016800562706514,49.7948020613786,0.003978181641715969,26336,624.9344,0.5724743021867537,0.0,100.0,918.6118906020951,0.003982260173269632
student_3,w0003_s01_pWOZ_r03.png,2.1191571171998738,247.50407081046222,0.019668980937830885,75567,705.3392,0.5403984880567283,0.0,100.0,352.3088311199944,0.019671203634398244
student_3,w0003_s01_pWOZ_r02.png,2.074931302777057,242.66006311775806,0.019038191061381667,78848,382.54205,0.5594260919471679,0.0,100.0,289.6406836471402,0.019040488364850793
student_3,w0003_s01_pWOZ_r01.png,2.2203021144281943,258.75271725029995,0.02048465384518039,79205,650.2877,0.5558134834278795,0.0,100.0,246.8809490399099,0.020486780067738346
student_3,w0003_s01_pLND_r03.png,2.585596999439583,302.60735014515,0.023904098747510122,90073,510.68842,0.5157421212530323,0.0,100.0,202.15287051030356,0.02390582053398017
student_3,w0003_s01_pLND_r02.png,2.7262012965158835,320.0572142572075,0.025266256314596978,93489,503.2893,0.5313652380676053,0.0,100.0,217.92277652059985,0.025267816991385986
student_3,w0003_s01_pLND_r01.png,2.5689665881329926,300.294666019334,0.023778654318386213,87281,554.2836,0.532391392785302,0.0,100.0,216.964218674178,0.023780390941841683
student_2,w0002_s01_pPHR_r03.png,0.1802864473275129,21.511131559687968,0.0019849076868395277,22825,767.86414,0.5018431279765792,0.0,100.0,1070.2380576301705,0.0019892219735942436
student_2,w0002_s01_pPHR_r02.png,0.19444538219382718,23.50104567547086,0.0021215544318357025,20153,1137.5918,0.5060201727258034,0.0,100.0,1122.0,0.00212582813835533
student_2,w0002_s01_pPHR_r01.png,0.1900913155490952,22.66523735289954,0.0020755964331550495,24569,587.8694,0.5123974035376747,0.0,100.0,1164.457241235876,0.0020798999936653528
student_2,w0002_s01_pWOZ_r02.png,0.7903423177559775,94.56108972538235,0.008757735432036338,46990,1035.5101,0.5253537499806947,0.0,100.0,780.68550606182,0.008761248660129317
student_2,w0002_s01_pWOZ_r03.png,0.8157134409509198,98.01734796547845,0.008872229763420898,48941,1001.14386,0.5308442740567711,0.0,100.0,697.9994627505096,0.008875729449655244
student_2,w0002_s01_pWOZ_r01.png,0.8342569682234876,100.11280752212947,0.008984603134283188,46801,983.06104,0.5311407686256392,0.0,100.0,725.3715437920141,0.008988069722782065
student_2,w0002_s01_pLND_r02.png,1.097648482734359,131.29907130048883,0.011757373731431467,61408,671.8415,0.5107030200536912,0.0,100.0,552.7611996853171,0.01176053217621499
student_2,w0002_s01_pLND_r03.png,1.0920941148179653,130.71626537873408,0.011615862640931162,62307,921.0072,0.5107166882839234,0.0,100.0,768.6338264633384,0.011619019784304824
student_2,w0002_s01_pLND_r01.png,1.1363333082039817,136.49877784431553,0.012327776577458224,65538,582.61554,0.5116444086585544,0.0,100.0,598.7807055453051,0.01233086755763794
student_5,w0005_s01_pLND_r03.png,2.248666363947594,270.4549122393539,0.020944519272477626,74197,530.3777,0.5129332966764261,0.0,100.0,377.61677981514435,0.020946579333897895
student_5,w0005_s01_pLND_r02.png,2.4252048747963912,291.29889024230414,0.022112593452663056,82835,421.39783,0.5346489900466572,0.0,100.0,326.0613120079496,0.022114516144561225
student_5,w0005_s01_pLND_r01.png,2.4778592915594415,296.1883831933717,0.0224632460714815,85157,424.6316,0.5442103033949981,0.0,100.0,242.79591789612192,0.022465138275325182
student_5,w0005_s01_pWOZ_r03.png,2.0142564649892134,241.9857328093658,0.018086014894302647,61192,786.8474,0.5404430946531639,0.0,100.0,391.2434439041237,0.018088424816753806
student_5,w0005_s01_pWOZ_r02.png,1.8695956597660568,223.04545766440964,0.017061945559045638,62095,577.8032,0.5401634949294425,0.0,100.0,429.25562360905656,0.017064476603669408
student_5,w0005_s01_pWOZ_r01.png,1.9228969736863768,226.8472936141481,0.01750322234696067,64092,513.8138,0.5366331491524508,0.0,100.0,365.6404857831665,0.017505687116679505
student_5,w0005_s01_pPHR_r02.png,0.35524399576138344,42.912274256210665,0.0032509044098698067,23717,763.16614,0.5106305537591669,0.0,100.0,748.9385767441394,0.0032550453009660666
student_5,w0005_s01_pPHR_r03.png,0.36846080115640717,44.58740624437808,0.0034324362944457313,19438,1280.6277,0.5291637761926513,0.0,100.0,968.875923715496,0.0034365793742285795
student_5,w0005_s01_pPHR_r01.png,0.38601205977037667,46.10503620388763,0.003429276909271255,22010,752.4431,0.5511399962783953,0.0,100.0,741.1949922449055,0.0034334203627315323
student_50,w0058_s01_pPHR_r02.png,0.20237264184690648,23.71442108320383,0.0020922522715159596,15979,1343.91,0.5623524959996365,0.0,100.0,1167.4412993808296,0.0020965538620509308
student_50,w0058_s01_pPHR_r03.png,0.19121744870702137,22.451373879762897,0.0019201522738995565,14054,1355.9293,0.5630811569981432,0.0,100.0,1172.4569288464288,0.0019244742196242598
student_50,w0058_s01_pPHR_r01.png,0.20502188694611284,24.191834415752258,0.0021642135015883185,16347,1000.1686,0.550645765456085,0.0,100.0,1267.1775285605756,0.0021684821912553143
student_50,w0058_s01_pWOZ_r03.png,1.0397510552814933,122.26431535730244,0.010453191130086302,48095,893.3143,0.5927800147291242,0.0,100.0,810.8702790058346,0.010456503827540733
student_50,w0058_s01_pWOZ_r02.png,1.100572355755869,128.88463690807788,0.010828983224410126,49821,708.3629,0.6126036344547215,0.0,100.0,568.7194198783023,0.010832251474918097
student_50,w0058_s01_pWOZ_r01.png,1.1270525882867202,132.5960677869597,0.011214850087798314,51736,606.3055,0.6008024155419152,0.0,100.0,563.784745052866,0.011218054391620954
student_50,w0058_s01_pLND_r03.png,1.4147723734372812,167.22796272787176,0.013868663181807751,57236,1035.335,0.585075122765671,0.0,100.0,554.9269972873361,0.013871571913064621
student_50,w0058_s01_pLND_r02.png,1.3731032640229455,161.63204853781917,0.013689509645456031,64421,390.88904,0.5840973389397178,0.0,100.0,612.8329405455873,0.013692422920843526
student_50,w0058_s01_pLND_r01.png,1.4120214560299715,166.38432126696227,0.013856007970561197,56770,792.5874,0.5967396917955787,0.0,100.0,560.8748607086968,0.01385890166517571
student_32,w0032_s01_pWOZ_r02.png,2.2067559847706617,264.58450319280945,0.019597596702816997,68739,784.2974,0.5420443231232985,0.0,100.0,395.20918923329435,0.019599827842380683
student_32,w0032_s01_pWOZ_r03.png,2.111130960973712,254.30578711362287,0.018846653754111462,64811,815.6366,0.5319750132354962,0.0,100.0,487.23712280657605,0.018848973711725177
